image_name,image_idx,categories,attributes
D:/fivekdataset_big/input/train/a0083-jmac_MG_0082.tif,82,jail_cell#home_theater#movie_theater/indoor#waiting_room#conference_roo,no horizon#enclosed area#man-made#indoor lighting#reading#glass#soothing#matte#wood#carpe
D:/fivekdataset_big/input/train/a0084-_MG_1610.tif,83,jail_cell#beauty_salon#hospital_room#classroom#playgroun,no horizon#enclosed area#man-made#cloth#glass#natural light#indoor lighting#reading#stressful#plasti
D:/fivekdataset_big/input/train/a0085-kme_215.tif,84,mosque/outdoor#tower#mausoleum#church/outdoor#courthous,man-made#open area#natural light#vertical components#touring#praying#clouds#no horizon#brick#symmetrica
D:/fivekdataset_big/input/train/a0086-WP_CRW_3706.tif,85,airplane_cabin#stage/indoor#berth#car_interior#jail_cel,no horizon#enclosed area#cloth#man-made#indoor lighting#dry#scary#carpet#stressful#competin
D:/fivekdataset_big/input/train/a0087-kme_155.tif,86,oast_house#residential_neighborhood#industrial_area#ticket_booth#mote,man-made#open area#natural light#trees#no horizon#driving#asphalt#clouds#shingles#pavemen
D:/fivekdataset_big/input/train/a0088-_DGW6376.tif,87,florist_shop/indoor#nursing_home#pet_shop#fabric_store#botanical_garde,no horizon#enclosed area#cloth#man-made#natural light#vegetation#flowers#foliage#leaves#shrubber
D:/fivekdataset_big/input/train/a0089-jn_20080509_245.tif,88,elevator_shaft#courtyard#arcade#atrium/public#drivewa,no horizon#man-made#natural light#enclosed area#trees#foliage#leaves#vegetation#metal#open are
D:/fivekdataset_big/input/train/a0090-LS_060715_8754.tif,89,aquarium#veterinarians_office#kennel/outdoor#underwater/ocean_deep#stabl,no horizon#natural light#natural#open area#trees#foliage#vegetation#leaves#scary#man-mad
D:/fivekdataset_big/input/train/a0091-jmac_MG_4959.tif,90,sky#beach_house#ice_floe#ice_shelf#snowfiel,open area#natural light#man-made#far-away horizon#clouds#natural#ocean#boating#no horizon#mois
D:/fivekdataset_big/input/train/a0092-jmac_MG_7673.tif,91,catacomb#cemetery#jail_cell#tree_farm#topiary_garde,natural light#open area#no horizon#man-made#trees#foliage#natural#leaves#vegetation#age
D:/fivekdataset_big/input/train/a0093-MB_070908_038.tif,92,dressing_room#playground#beauty_salon#beer_garden#law,no horizon#man-made#natural light#trees#foliage#cloth#open area#leaves#vegetation#gras
D:/fivekdataset_big/input/train/a0094-CRW_2714.tif,93,kennel/outdoor#jail_cell#porch#lawn#yar,no horizon#man-made#natural light#grass#enclosed area#cloth#trees#open area#foliage#vegetatio
D:/fivekdataset_big/input/train/a0095-IMG_9199.tif,94,movie_theater/indoor#home_theater#hangar/outdoor#gas_station#alcov,man-made#no horizon#open area#natural light#enclosed area#indoor lighting#dry#clouds#matte#semi-enclosed are
D:/fivekdataset_big/input/train/a0096-_DGW6249.tif,95,florist_shop/indoor#aquarium#vegetable_garden#ice_cream_parlor#underwater/ocean_dee,no horizon#natural light#natural#vegetation#foliage#leaves#cloth#shrubbery#enclosed area#flower
D:/fivekdataset_big/input/train/a0097-JI2E5089.tif,96,tree_farm#catacomb#forest/broadleaf#grotto#volcan,natural#no horizon#natural light#foliage#vegetation#open area#leaves#trees#shrubbery#hikin
D:/fivekdataset_big/input/train/a0098-kme_187.tif,97,catacomb#burial_chamber#cemetery#airplane_cabin#alcov,no horizon#enclosed area#man-made#dry#natural light#open area#indoor lighting#cold#scary#natura
D:/fivekdataset_big/input/train/a0099-kme_264.tif,98,rainforest#landfill#tree_house#catacomb#fountai,no horizon#man-made#trees#natural light#foliage#leaves#open area#vegetation#soothing#shrubber
D:/fivekdataset_big/input/train/a0100-AlexWed07-9691.tif,99,igloo#zen_garden#berth#desert/sand#playgroun,no horizon#natural light#open area#natural#trees#cloth#man-made#grass#foliage#soothin
D:/fivekdataset_big/input/train/a0101-kme_610.tif,100,loading_dock#mausoleum#jail_cell#cemetery#library/outdoo,man-made#no horizon#natural light#open area#enclosed area#aged#brick#dry#glass#vertical component
D:/fivekdataset_big/input/train/a0102-IMG_3663-1.tif,101,science_museum#engine_room#clean_room#igloo#bank_vaul,no horizon#man-made#enclosed area#metal#working#using tools#indoor lighting#aged#glossy#steril
D:/fivekdataset_big/input/train/a0103-jmac_MG_1394.tif,102,skyscraper#downtown#office_building#hotel/outdoor#towe,man-made#vertical components#no horizon#open area#natural light#indoor lighting#glass#glossy#horizontal components#cloud
D:/fivekdataset_big/input/train/a0104-dvf_003.tif,103,downtown#stage/outdoor#arena/performance#ice_skating_rink/outdoor#crosswal,man-made#no horizon#indoor lighting#enclosed area#congregating#socializing#spectating#vertical components#cloth#stressfu
D:/fivekdataset_big/input/train/a0105-kme_439.tif,104,jail_cell#bow_window/indoor#elevator_shaft#barndoor#basemen,man-made#no horizon#natural light#enclosed area#vertical components#metal#glass#open area#natural#wir
D:/fivekdataset_big/input/train/a0106-NKIM_120.tif,105,underwater/ocean_deep#aquarium#fishpond#pizzeria#sk,no horizon#natural#indoor lighting#open area#natural light#enclosed area#man-made#socializing#moist#vegetatio
D:/fivekdataset_big/input/train/a0107-IMG_2837.tif,106,fire_escape#staircase#jail_cell#elevator_shaft#mezzanin,man-made#no horizon#railing#metal#enclosed area#rusty#indoor lighting#horizontal components#natural light#age
D:/fivekdataset_big/input/train/a0108-kme_175.tif,107,jail_cell#burial_chamber#ticket_booth#elevator/door#catacom,no horizon#man-made#enclosed area#wood#indoor lighting#natural light#dry#scary#open area#meta
D:/fivekdataset_big/input/train/a0109-_DSC0022-1.tif,108,jail_cell#berth#hospital_room#dorm_room#airplane_cabi,no horizon#enclosed area#man-made#cloth#dry#cold#natural light#medical activity#scary#soothin
D:/fivekdataset_big/input/train/a0110-IMG_3981.tif,109,golf_course#lawn#picnic_area#baseball_field#rice_padd,no horizon#natural light#grass#open area#cloth#vegetation#foliage#trees#man-made#playin
D:/fivekdataset_big/input/train/a0111-IMG_4425.tif,110,raceway#garage/indoor#street#loading_dock#parking_garage/indoo,man-made#no horizon#natural light#open area#driving#asphalt#metal#transporting#biking#enclosed are
D:/fivekdataset_big/input/train/a0112-kme_093.tif,111,jewelry_shop#shower#closet#clothing_store#bazaar/indoo,no horizon#enclosed area#man-made#cloth#indoor lighting#shopping#cluttered space#vertical components#socializing#stressfu
D:/fivekdataset_big/input/train/a0113-IMG_1129.tif,112,glacier#mountain_snowy#mountain_path#tundra#snowfiel,natural#open area#natural light#hiking#climbing#rugged scene#far-away horizon#clouds#cold#vegetatio
D:/fivekdataset_big/input/train/a0114-KE_-0062.tif,113,stage/indoor#arena/performance#martial_arts_gym#jail_cell#veterinarians_offic,no horizon#man-made#cloth#enclosed area#natural light#dry#open area#working#scary#competin
D:/fivekdataset_big/input/train/a0115-DSC_0004-1.tif,114,volcano#badlands#mountain#desert/sand#butt,natural#open area#natural light#rugged scene#far-away horizon#climbing#hiking#dry#clouds#sunn
D:/fivekdataset_big/input/train/a0116-WP_IMG_0083.tif,115,sandbox#bullring#playground#igloo#arena/rode,no horizon#natural light#open area#dry#man-made#cloth#sand#warm#dirt#playin
D:/fivekdataset_big/input/train/a0117-kme_006.tif,116,jail_cell#aquarium#pet_shop#supermarket#catacom,no horizon#man-made#enclosed area#indoor lighting#natural light#plastic#vegetation#metal#scary#workin
D:/fivekdataset_big/input/train/a0118-20051223_103622__MG_0617.tif,117,elevator_shaft#jail_cell#attic#staircase#burial_chambe,no horizon#man-made#natural light#enclosed area#vertical components#dry#open area#horizontal components#symmetrical#bikin
D:/fivekdataset_big/input/train/a0119-kme_120.tif,118,jail_cell#catacomb#burial_chamber#basement#elevator_shaf,no horizon#man-made#natural light#open area#dry#aged#dirt#dirty#rock#rugged scen
D:/fivekdataset_big/input/train/a0120-_MG_0300.tif,119,construction_site#elevator_shaft#jail_cell#fire_escape#industrial_are,man-made#metal#no horizon#vertical components#enclosed area#using tools#wire#railing#rusty#workin
D:/fivekdataset_big/input/train/a0121-jmac_MG_7813.tif,120,catacomb#sky#underwater/ocean_deep#aquarium#volcan,no horizon#natural#open area#natural light#dirty#dirt#dry#moist#rugged scene#far-away horizo
D:/fivekdataset_big/input/train/a0122-NKIM_MG_8181.tif,121,sky#promenade#cemetery#hayfield#highwa,open area#natural light#man-made#far-away horizon#clouds#trees#natural#foliage#sunny#vegetatio
D:/fivekdataset_big/input/train/a0123-JI2E4140.tif,122,car_interior#airplane_cabin#elevator_shaft#boat_deck#landing_dec,man-made#no horizon#enclosed area#natural light#open area#matte#transporting#metal#cold#concret
D:/fivekdataset_big/input/train/a0124-jmac_DSC3133.tif,123,jail_cell#throne_room#burial_chamber#catacomb#elevator/doo,no horizon#enclosed area#man-made#indoor lighting#vertical components#praying#wood#cloth#aged#scar
D:/fivekdataset_big/input/train/a0125-kme_314.tif,124,jail_cell#catacomb#basement#elevator_shaft#burial_chambe,no horizon#enclosed area#man-made#indoor lighting#cloth#cluttered space#working#wood#aged#plasti
D:/fivekdataset_big/input/train/a0126-DSC_0025.tif,125,discotheque#jail_cell#stage/indoor#dressing_room#beauty_salo,no horizon#cloth#enclosed area#man-made#natural light#working#trees#foliage#natural#open are
D:/fivekdataset_big/input/train/a0127-kme_578.tif,126,basement#elevator_shaft#attic#jail_cell#fire_escap,no horizon#man-made#enclosed area#metal#wood#vertical components#indoor lighting#railing#aged#rust
D:/fivekdataset_big/input/train/a0128-IMG_0793.tif,127,catacomb#grotto#jail_cell#burial_chamber#underwater/ocean_dee,no horizon#natural#rugged scene#rock#natural light#hiking#open area#climbing#camping#age
D:/fivekdataset_big/input/train/a0129-kme_532.tif,128,underwater/ocean_deep#landfill#tree_farm#cemetery#forest/broadlea,no horizon#natural light#open area#man-made#trees#foliage#leaves#natural#vegetation#dirt
D:/fivekdataset_big/input/train/a0130-kme_494.tif,129,jail_cell#embassy#skyscraper#office_building#hotel/outdoo,man-made#no horizon#vertical components#natural light#open area#glass#metal#wire#horizontal components#indoor lightin
D:/fivekdataset_big/input/train/a0131-050801_142414__I2E5524.tif,130,formal_garden#campus#courtyard#courthouse#embass,man-made#open area#natural light#grass#vegetation#foliage#trees#leaves#no horizon#sunn
D:/fivekdataset_big/input/train/a0132-tc_DSC2376.tif,131,jail_cell#catacomb#igloo#beauty_salon#elevator_shaf,no horizon#man-made#enclosed area#dry#natural light#scary#competing#metal#working#age
D:/fivekdataset_big/input/train/a0133-050724_185320__I2E5160.tif,132,playground#jail_cell#car_interior#sandbox#martial_arts_gy,no horizon#man-made#enclosed area#cloth#natural light#competing#sports#exercise#dry#playin
D:/fivekdataset_big/input/train/a0134-LS051025_day_2_LL003.tif,133,jail_cell#closet#elevator_shaft#dressing_room#staircas,no horizon#enclosed area#man-made#cloth#indoor lighting#competing#stressful#sports#scary#dr
D:/fivekdataset_big/input/train/a0135-IMG_2595.tif,134,booth/indoor#science_museum#ticket_booth#natural_history_museum#department_stor,no horizon#man-made#enclosed area#indoor lighting#metal#working#glossy#cloth#glass#waiting in lin
