image_name,image_idx,low lum,avg lum,high lum,red,yellow,green,blue,magenta,labels
D:/HDRplus_dataset/train/input/0039_20141007_125208_269.jpg,54,0,0,1,0,1,0,1,0,0
D:/HDRplus_dataset/train/input/0039_20141007_135645_851.jpg,58,0,0,1,0,1,0,1,0,0
D:/HDRplus_dataset/train/input/0039_20141007_140149_062.jpg,59,0,0,1,0,1,0,1,0,0
D:/HDRplus_dataset/train/input/0039_20141007_151008_105.jpg,60,0,0,1,0,1,0,1,0,0
D:/HDRplus_dataset/train/input/0039_20141007_160811_840.jpg,71,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/0039_20141007_161105_050.jpg,72,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/0039_20141007_161525_233.jpg,74,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/0039_20141007_174423_140.jpg,78,0,0,1,0,1,0,1,0,0
D:/HDRplus_dataset/train/input/0039_20141008_110105_586.jpg,86,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/0039_20141008_110200_241.jpg,87,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/0039_20141008_110319_356.jpg,88,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/0039_20141008_114221_398.jpg,89,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/0039_20141008_120309_685.jpg,91,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/0039_20141008_120400_718.jpg,92,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/0039_20141008_123906_522.jpg,93,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/0039_20141008_125649_588.jpg,94,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/0039_20141008_135432_467.jpg,97,0,0,1,0,1,0,1,0,0
D:/HDRplus_dataset/train/input/0039_20141008_142605_300.jpg,98,0,0,1,0,1,0,1,0,0
D:/HDRplus_dataset/train/input/0039_20141008_153851_349.jpg,99,0,0,1,0,1,0,0,1,0
D:/HDRplus_dataset/train/input/0039_20141008_154035_348.jpg,100,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/0039_20141008_154109_899.jpg,101,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/0039_20141008_180549_389.jpg,102,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/0039_20141008_182330_005.jpg,103,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/0039_20141008_182714_962.jpg,105,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/0039_20141009_083549_969.jpg,119,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/0039_20141009_122555_624.jpg,120,0,0,1,0,1,0,1,0,0
D:/HDRplus_dataset/train/input/0039_20141009_122624_660.jpg,121,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/0039_20141009_123527_286.jpg,122,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/0039_20141009_125232_396.jpg,124,0,0,1,0,1,0,1,0,0
D:/HDRplus_dataset/train/input/0039_20141009_125305_217.jpg,125,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/0039_20141009_133545_576.jpg,126,0,0,1,0,1,0,1,0,0
D:/HDRplus_dataset/train/input/0039_20141009_143536_947.jpg,127,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/0039_20141009_154827_107.jpg,134,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/0039_20141009_154916_801.jpg,135,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/0039_20141009_155014_083.jpg,136,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/0039_20141009_162226_419.jpg,138,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/0039_20141009_173223_377.jpg,140,0,0,1,0,1,0,1,0,0
D:/HDRplus_dataset/train/input/0039_20141009_173525_742.jpg,141,0,0,1,0,1,0,1,0,0
D:/HDRplus_dataset/train/input/0039_20141009_174759_750.jpg,144,0,0,1,0,1,0,1,0,0
D:/HDRplus_dataset/train/input/0039_20141009_183044_782.jpg,151,0,0,1,0,1,1,0,0,0
D:/HDRplus_dataset/train/input/0039_20141009_183130_302.jpg,152,0,0,1,0,1,1,0,0,0
D:/HDRplus_dataset/train/input/0039_20141010_073935_293.jpg,157,0,0,1,0,1,0,1,0,0
D:/HDRplus_dataset/train/input/0039_20141010_101051_590.jpg,158,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/0039_20141010_101220_411.jpg,159,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/0039_20141010_102444_567.jpg,160,0,0,1,0,1,0,1,0,0
D:/HDRplus_dataset/train/input/0039_20141010_103151_398.jpg,162,0,0,1,0,1,1,0,0,0
D:/HDRplus_dataset/train/input/0039_20141010_150847_049.jpg,164,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/0039_20141010_151017_298.jpg,166,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/0039_20141010_164035_814.jpg,167,0,0,1,0,1,1,0,0,0
D:/HDRplus_dataset/train/input/0039_20141010_164154_158.jpg,169,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/0039_20141010_164305_453.jpg,170,0,0,1,0,1,1,0,0,0
D:/HDRplus_dataset/train/input/0039_20141010_164344_932.jpg,171,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/0039_20141010_164432_445.jpg,172,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/0039_20141010_164518_648.jpg,173,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/0039_20141010_172450_374.jpg,174,0,0,1,0,1,1,0,0,0
D:/HDRplus_dataset/train/input/0039_20141010_172604_711.jpg,175,0,0,1,0,1,0,1,0,0
D:/HDRplus_dataset/train/input/0039_20141010_173130_425.jpg,176,0,0,1,0,1,1,0,0,0
D:/HDRplus_dataset/train/input/0039_20141010_173221_885.jpg,177,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/0039_20141010_173333_247.jpg,178,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/0039_20141010_173429_047.jpg,179,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/0043_20160830_192429_687.jpg,192,0,0,1,1,1,0,1,0,0
D:/HDRplus_dataset/train/input/0094_20150412_153952_756.jpg,235,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/0094_20150412_155229_970.jpg,236,0,0,1,0,1,0,1,0,0
D:/HDRplus_dataset/train/input/0094_20150412_162731_742.jpg,238,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/0094_20150412_173029_166.jpg,245,0,0,1,0,1,1,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150606_184810_473.jpg,303,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150606_184929_980.jpg,304,0,0,1,0,1,0,1,0,0
D:/HDRplus_dataset/train/input/33TJ_20150606_190137_156.jpg,305,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150606_190715_559.jpg,306,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150606_193241_328.jpg,308,0,0,1,0,1,0,1,0,0
D:/HDRplus_dataset/train/input/33TJ_20150606_200451_239.jpg,309,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150606_202321_541.jpg,310,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150606_203128_570.jpg,311,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150606_203618_822.jpg,312,0,0,1,1,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150606_204808_024.jpg,314,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150607_132944_374.jpg,324,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150607_133210_608.jpg,325,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150607_135208_428.jpg,326,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150607_135314_784.jpg,327,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150612_121000_925.jpg,332,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150612_121651_550.jpg,333,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150612_134426_224.jpg,334,0,0,1,0,1,0,1,0,0
D:/HDRplus_dataset/train/input/33TJ_20150612_184532_714.jpg,336,0,0,1,0,1,0,1,0,0
D:/HDRplus_dataset/train/input/33TJ_20150612_201740_439.jpg,342,0,0,1,0,1,0,1,0,0
D:/HDRplus_dataset/train/input/33TJ_20150612_205759_096.jpg,343,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150612_210346_983.jpg,345,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150613_095013_546.jpg,366,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150613_161602_882.jpg,370,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150613_162325_651.jpg,371,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150615_182457_977.jpg,378,0,0,1,0,1,0,1,0,0
D:/HDRplus_dataset/train/input/33TJ_20150615_190244_203.jpg,380,0,0,1,0,1,0,1,0,0
D:/HDRplus_dataset/train/input/33TJ_20150615_191918_581.jpg,383,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150621_130131_441.jpg,400,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150621_130516_403.jpg,401,0,0,1,0,1,0,1,0,0
D:/HDRplus_dataset/train/input/33TJ_20150625_105012_661.jpg,412,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150626_104142_520.jpg,417,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150703_132349_142.jpg,451,0,0,1,0,1,1,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150721_180424_666.jpg,465,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150722_171315_319.jpg,467,0,0,1,0,1,0,1,0,0
D:/HDRplus_dataset/train/input/33TJ_20150722_191632_517.jpg,468,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150723_155143_773.jpg,480,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150723_155851_160.jpg,482,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150729_174741_182.jpg,506,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150730_191520_004.jpg,513,0,0,1,0,1,0,1,0,0
D:/HDRplus_dataset/train/input/33TJ_20150810_165332_199.jpg,528,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150811_101542_142.jpg,546,0,0,1,0,1,0,1,0,0
D:/HDRplus_dataset/train/input/33TJ_20150811_102341_844.jpg,547,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150811_102419_462.jpg,548,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150811_102502_089.jpg,549,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150811_103508_984.jpg,551,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150811_112743_657.jpg,552,0,0,1,0,1,0,1,0,0
D:/HDRplus_dataset/train/input/33TJ_20150811_112834_567.jpg,553,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150811_114622_199.jpg,554,0,0,1,0,1,0,1,0,0
D:/HDRplus_dataset/train/input/33TJ_20150811_114812_322.jpg,555,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150811_123233_891.jpg,558,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150811_123322_522.jpg,559,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150811_124010_270.jpg,560,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150811_142451_353.jpg,564,0,0,1,0,1,0,1,0,0
D:/HDRplus_dataset/train/input/33TJ_20150811_142612_873.jpg,565,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150811_142707_670.jpg,566,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150811_142953_575.jpg,567,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150811_143737_790.jpg,568,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150811_143820_049.jpg,569,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150811_144019_692.jpg,570,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150811_151236_997.jpg,571,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150811_164831_604.jpg,573,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150818_123430_571.jpg,585,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150819_101051_592.jpg,586,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150819_101542_010.jpg,587,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150819_101944_143.jpg,589,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150819_102937_206.jpg,591,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150819_103045_646.jpg,592,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150819_103115_707.jpg,593,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150819_103225_547.jpg,594,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150819_114221_322.jpg,596,0,0,1,0,1,0,1,0,0
D:/HDRplus_dataset/train/input/33TJ_20150819_114430_524.jpg,597,0,0,1,0,1,0,1,0,0
D:/HDRplus_dataset/train/input/33TJ_20150819_180730_714.jpg,600,0,0,1,0,1,0,1,0,0
D:/HDRplus_dataset/train/input/33TJ_20150820_175720_473.jpg,622,0,0,1,0,1,0,1,0,0
D:/HDRplus_dataset/train/input/33TJ_20150820_180101_954.jpg,624,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150821_142134_061.jpg,635,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150821_175614_670.jpg,638,0,0,1,0,1,1,0,0,0
D:/HDRplus_dataset/train/input/33TJ_20150822_183844_890.jpg,644,0,0,1,0,1,0,1,0,0
D:/HDRplus_dataset/train/input/33TJ_20150823_115642_645.jpg,650,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/47L8_20150430_163434_188.jpg,657,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/47L8_20150701_154757_635.jpg,697,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/47L8_20150702_200332_069.jpg,700,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/4KK2_20150718_144430_792.jpg,702,0,0,1,0,1,0,1,0,0
D:/HDRplus_dataset/train/input/4KK2_20150808_174807_733.jpg,711,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/4KK2_20150808_175228_935.jpg,712,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/4KK2_20150808_175544_278.jpg,713,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/4KK2_20150808_175638_125.jpg,714,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/4KK2_20150808_181651_517.jpg,715,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/4KK2_20150808_182109_357.jpg,716,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/4KK2_20150814_145820_102.jpg,723,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/4KK2_20150814_154827_056.jpg,724,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/4KK2_20150814_181341_173.jpg,727,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/4KK2_20150822_131109_147.jpg,759,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/4KK2_20150822_132956_529.jpg,761,0,0,1,0,1,0,1,0,0
D:/HDRplus_dataset/train/input/4KK2_20150822_141027_888.jpg,763,0,0,1,0,1,0,1,0,0
D:/HDRplus_dataset/train/input/4KK2_20150823_130650_314.jpg,788,0,0,1,0,1,1,1,0,0
D:/HDRplus_dataset/train/input/4KK2_20150829_145324_449.jpg,805,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/4KK2_20150905_191544_864.jpg,833,0,0,1,0,1,0,1,0,0
D:/HDRplus_dataset/train/input/4KK2_20150905_192010_811.jpg,834,0,0,1,0,1,0,1,0,0
D:/HDRplus_dataset/train/input/4KK2_20150906_132936_860.jpg,838,0,0,1,0,1,0,1,0,0
D:/HDRplus_dataset/train/input/4KK2_20150906_164853_957.jpg,839,0,0,1,0,1,0,1,0,0
D:/HDRplus_dataset/train/input/4KK2_20150906_184633_525.jpg,846,0,0,1,0,1,1,0,0,0
D:/HDRplus_dataset/train/input/4KK2_20150910_131804_951.jpg,852,0,0,1,0,1,0,1,0,0
D:/HDRplus_dataset/train/input/4KK2_20150910_145202_958.jpg,868,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/4KK2_20150910_145901_288.jpg,871,0,0,1,0,1,0,1,0,0
D:/HDRplus_dataset/train/input/4KK2_20150912_125525_384.jpg,878,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/4KK2_20150912_131529_344.jpg,882,0,0,1,0,1,0,0,0,0
D:/HDRplus_dataset/train/input/4WBR_20150502_131930_110.jpg,906,0,0,1,0,1,0,1,0,0
D:/HDRplus_dataset/train/input/4WBR_20150502_132251_443.jpg,907,0,0,1,0,1,0,1,0,0
D:/HDRplus_dataset/train/input/4WBR_20150502_135126_510.jpg,909,0,0,1,0,1,0,1,0,0
D:/HDRplus_dataset/train/input/4WBR_20150502_140042_627.jpg,910,0,0,1,0,1,0,1,0,0
D:/HDRplus_dataset/train/input/4WBR_20150502_141921_814.jpg,912,0,0,1,0,1,0,1,0,0
