image_name,image_idx,categories,attributes
D:/HDRplus_dataset/train/input/0039_20141006_211702_376.jpg,43,utility_room#kitchen#wet_bar#galley#locker_roo,enclosed area#no horizon#man-made#wood#indoor lighting#glossy#matte#cleaning#horizontal components#clot
D:/HDRplus_dataset/train/input/0039_20141006_211752_410.jpg,44,hotel_room#bedroom#bedchamber#youth_hostel#dorm_roo,enclosed area#no horizon#man-made#indoor lighting#wood#soothing#reading#glass#carpet#clot
D:/HDRplus_dataset/train/input/0039_20141006_213459_384.jpg,45,beauty_salon#kitchen#bathroom#galley#chemistry_la,enclosed area#no horizon#man-made#cloth#wood#indoor lighting#working#glossy#matte#eatin
D:/HDRplus_dataset/train/input/0039_20141007_065905_088.jpg,46,shed#kennel/outdoor#driveway#garage/outdoor#manufactured_hom,man-made#no horizon#natural light#wood#trees#open area#foliage#leaves#dirt#dr
D:/HDRplus_dataset/train/input/0039_20141007_070031_150.jpg,47,desert/sand#desert/vegetation#desert_road#badlands#sk,open area#natural light#far-away horizon#natural#sunny#clouds#dry#rugged scene#dirt#hikin
D:/HDRplus_dataset/train/input/0039_20141007_070125_629.jpg,48,desert/vegetation#badlands#desert/sand#desert_road#sk,open area#natural light#natural#far-away horizon#rugged scene#clouds#sunny#dry#dirt#hikin
D:/HDRplus_dataset/train/input/0039_20141007_070405_894.jpg,49,desert/sand#desert/vegetation#desert_road#tundra#sk,open area#far-away horizon#natural light#natural#clouds#sunny#dry#rugged scene#dirt#hikin
D:/HDRplus_dataset/train/input/0039_20141007_070726_178.jpg,50,slum#junkyard#mausoleum#medina#she,man-made#no horizon#natural light#open area#dry#aged#dirty#dirt#wood#enclosed are
D:/HDRplus_dataset/train/input/0039_20141007_070926_595.jpg,51,catacomb#burial_chamber#grotto#alcove#iglo,no horizon#enclosed area#man-made#aged#dry#rock#rugged scene#metal#indoor lighting#natural ligh
D:/HDRplus_dataset/train/input/0039_20141007_105916_593.jpg,52,desert/vegetation#desert_road#desert/sand#mountain_path#badland,natural light#open area#dry#dirt#sunny#rugged scene#warm#natural#far-away horizon#hikin
D:/HDRplus_dataset/train/input/0039_20141007_124206_275.jpg,53,desert/vegetation#badlands#desert/sand#butte#watering_hol,natural light#open area#natural#rugged scene#sunny#dry#dirt#hiking#far-away horizon#climbin
D:/HDRplus_dataset/train/input/0039_20141007_125208_269.jpg,54,desert/vegetation#desert/sand#badlands#desert_road#zen_garde,natural light#open area#dry#sunny#natural#dirt#rugged scene#warm#hiking#tree
D:/HDRplus_dataset/train/input/0039_20141007_130619_273.jpg,55,rock_arch#desert/vegetation#forest/broadleaf#badlands#arc,natural light#open area#natural#rugged scene#sunny#no horizon#trees#climbing#hiking#roc
D:/HDRplus_dataset/train/input/0039_20141007_133820_494.jpg,56,rock_arch#arch#badlands#burial_chamber#sk,natural light#open area#natural#no horizon#rugged scene#sunny#rock#climbing#clouds#dr
D:/HDRplus_dataset/train/input/0039_20141007_134924_074.jpg,57,desert/vegetation#badlands#rock_arch#desert/sand#desert_roa,natural light#open area#rugged scene#dry#sunny#natural#dirt#climbing#far-away horizon#hikin
D:/HDRplus_dataset/train/input/0039_20141007_135645_851.jpg,58,rock_arch#badlands#desert/vegetation#arch#desert/san,natural light#open area#sunny#dry#rugged scene#dirt#rock#natural#climbing#war
D:/HDRplus_dataset/train/input/0039_20141007_140149_062.jpg,59,desert/vegetation#desert_road#desert/sand#badlands#butt,open area#natural light#far-away horizon#natural#sunny#rugged scene#dry#clouds#dirt#hikin
D:/HDRplus_dataset/train/input/0039_20141007_151008_105.jpg,60,desert_road#desert/vegetation#desert/sand#badlands#highwa,natural light#open area#far-away horizon#sunny#dry#dirt#natural#rugged scene#driving#cloud
D:/HDRplus_dataset/train/input/0039_20141007_153146_322.jpg,61,badlands#canyon#desert_road#mountain#valle,natural light#open area#far-away horizon#sunny#climbing#natural#clouds#rugged scene#dry#man-mad
D:/HDRplus_dataset/train/input/0039_20141007_153327_217.jpg,62,badlands#desert_road#canyon#desert/sand#valle,natural light#open area#far-away horizon#clouds#natural#sunny#climbing#rugged scene#dry#hikin
D:/HDRplus_dataset/train/input/0039_20141007_153504_788.jpg,63,desert_road#desert/vegetation#canyon#mountain#badland,natural light#open area#far-away horizon#natural#rugged scene#clouds#sunny#climbing#dry#hikin
D:/HDRplus_dataset/train/input/0039_20141007_153547_251.jpg,64,desert_road#canyon#desert/vegetation#mountain#badland,natural light#open area#far-away horizon#natural#clouds#rugged scene#sunny#climbing#dry#hikin
D:/HDRplus_dataset/train/input/0039_20141007_154031_450.jpg,65,desert/vegetation#desert_road#tundra#canyon#mountai,open area#natural light#natural#rugged scene#far-away horizon#hiking#sunny#climbing#clouds#dir
D:/HDRplus_dataset/train/input/0039_20141007_155102_668.jpg,66,desert/vegetation#mountain_path#desert_road#canyon#mountai,natural light#open area#rugged scene#natural#dirt#climbing#hiking#dry#sunny#far-away horizo
D:/HDRplus_dataset/train/input/0039_20141007_155149_962.jpg,67,desert/vegetation#canyon#mountain_path#desert_road#mountai,natural light#open area#rugged scene#natural#dirt#climbing#hiking#dry#sunny#far-away horizo
D:/HDRplus_dataset/train/input/0039_20141007_160252_163.jpg,68,desert_road#canyon#butte#mountain#desert/vegetatio,natural light#open area#rugged scene#far-away horizon#climbing#sunny#natural#clouds#dry#hikin
D:/HDRplus_dataset/train/input/0039_20141007_160400_337.jpg,69,canyon#butte#mountain#volcano#desert_roa,natural light#open area#rugged scene#far-away horizon#natural#climbing#sunny#clouds#hiking#dr
D:/HDRplus_dataset/train/input/0039_20141007_160643_480.jpg,70,mountain_path#desert_road#tundra#desert/vegetation#desert/san,natural light#open area#rugged scene#far-away horizon#natural#climbing#sunny#hiking#dry#cloud
D:/HDRplus_dataset/train/input/0039_20141007_160811_840.jpg,71,mountain_path#tundra#desert/vegetation#desert_road#mountai,natural light#open area#rugged scene#natural#sunny#far-away horizon#climbing#dirt#hiking#dr
D:/HDRplus_dataset/train/input/0039_20141007_161105_050.jpg,72,mountain_path#desert_road#desert/vegetation#tundra#mountai,natural light#open area#rugged scene#natural#sunny#far-away horizon#climbing#dry#hiking#dir
D:/HDRplus_dataset/train/input/0039_20141007_161229_578.jpg,73,mountain_path#mountain#desert/vegetation#desert_road#tundr,natural light#open area#rugged scene#natural#far-away horizon#climbing#sunny#dirt#hiking#dr
D:/HDRplus_dataset/train/input/0039_20141007_161525_233.jpg,74,tundra#desert/vegetation#mountain_path#mountain#desert_roa,natural light#open area#rugged scene#natural#far-away horizon#sunny#climbing#dry#hiking#cloud
D:/HDRplus_dataset/train/input/0039_20141007_164039_446.jpg,75,desert/vegetation#desert/sand#badlands#desert_road#butt,natural#open area#natural light#far-away horizon#rugged scene#dry#sunny#hiking#dirt#climbin
D:/HDRplus_dataset/train/input/0039_20141007_172940_005.jpg,76,loading_dock#slum#industrial_area#cabin/outdoor#junkyar,man-made#natural light#open area#no horizon#dry#sunny#aged#wood#metal#dir
D:/HDRplus_dataset/train/input/0039_20141007_173853_409.jpg,77,pet_shop#kennel/outdoor#stable#grotto#ice_shel,no horizon#natural light#man-made#open area#dirty#metal#enclosed area#natural#aged#col
D:/HDRplus_dataset/train/input/0039_20141007_174423_140.jpg,78,stable#corral#arena/rodeo#lock_chamber#racecours,natural light#man-made#open area#sunny#far-away horizon#no horizon#dry#cloth#transporting#war
D:/HDRplus_dataset/train/input/0039_20141007_185846_530.jpg,79,desert_road#desert/sand#desert/vegetation#sky#mote,open area#natural light#far-away horizon#man-made#clouds#sunny#dry#natural#dirt#drivin
D:/HDRplus_dataset/train/input/0039_20141007_191809_800.jpg,80,stable#beach_house#kennel/outdoor#slum#campsit,no horizon#man-made#natural light#wood#dry#dirt#open area#enclosed area#foliage#dirt
D:/HDRplus_dataset/train/input/0039_20141007_191919_820.jpg,81,catacomb#jail_cell#burial_chamber#basement#rice_padd,no horizon#enclosed area#man-made#indoor lighting#natural#vegetation#foliage#trees#leaves#farmin
D:/HDRplus_dataset/train/input/0039_20141007_192122_541.jpg,82,catacomb#zen_garden#japanese_garden#tree_farm#underwater/ocean_dee,no horizon#foliage#vegetation#natural#open area#trees#natural light#leaves#man-made#enclosed are
D:/HDRplus_dataset/train/input/0039_20141007_192253_786.jpg,83,catacomb#zen_garden#tree_farm#japanese_garden#rice_padd,no horizon#natural light#open area#natural#vegetation#trees#foliage#leaves#man-made#dir
D:/HDRplus_dataset/train/input/0039_20141007_192341_421.jpg,84,wet_bar#basement#sauna#patio#burial_chambe,no horizon#man-made#enclosed area#wood#foliage#leaves#vegetation#trees#natural light#soothin
D:/HDRplus_dataset/train/input/0039_20141007_192430_456.jpg,85,catacomb#forest/broadleaf#sky#bamboo_forest#rainfores,no horizon#natural#trees#foliage#open area#vegetation#natural light#leaves#camping#hikin
D:/HDRplus_dataset/train/input/0039_20141008_110105_586.jpg,86,tundra#hot_spring#beach#ice_floe#snowfiel,open area#far-away horizon#natural light#natural#sunny#rugged scene#clouds#ocean#dirt#boatin
D:/HDRplus_dataset/train/input/0039_20141008_110200_241.jpg,87,ice_floe#tundra#snowfield#ice_shelf#hot_sprin,open area#natural light#far-away horizon#natural#sunny#cold#rugged scene#snow#dirt#cloud
D:/HDRplus_dataset/train/input/0039_20141008_110319_356.jpg,88,ice_floe#hot_spring#tundra#snowfield#ice_shel,natural light#open area#far-away horizon#natural#sunny#cold#snow#rugged scene#moist#cloud
D:/HDRplus_dataset/train/input/0039_20141008_114221_398.jpg,89,gas_station#motel#pavilion#ticket_booth#hangar/outdoo,man-made#natural light#open area#sunny#semi-enclosed area#clouds#far-away horizon#driving#asphalt#dr
D:/HDRplus_dataset/train/input/0039_20141008_114715_039.jpg,90,jail_cell#shower#basement#utility_room#bathroo,no horizon#enclosed area#man-made#indoor lighting#wood#matte#dry#glossy#tiles#meta
D:/HDRplus_dataset/train/input/0039_20141008_120309_685.jpg,91,landing_deck#runway#airfield#highway#desert_roa,open area#natural light#man-made#far-away horizon#asphalt#sunny#driving#clouds#biking#transportin
D:/HDRplus_dataset/train/input/0039_20141008_120400_718.jpg,92,runway#landing_deck#airfield#highway#desert_roa,open area#natural light#man-made#far-away horizon#sunny#asphalt#clouds#driving#biking#transportin
D:/HDRplus_dataset/train/input/0039_20141008_123906_522.jpg,93,desert_road#desert/vegetation#highway#desert/sand#badland,open area#natural light#far-away horizon#natural#sunny#dry#rugged scene#clouds#hiking#dir
D:/HDRplus_dataset/train/input/0039_20141008_125649_588.jpg,94,desert_road#highway#forest_road#field_road#sk,open area#natural light#far-away horizon#clouds#driving#asphalt#biking#man-made#sunny#dr
D:/HDRplus_dataset/train/input/0039_20141008_134647_698.jpg,95,desert/sand#snowfield#zen_garden#igloo#crevass,natural light#open area#no horizon#dry#natural#sand#cold#snow#sunny#ic
D:/HDRplus_dataset/train/input/0039_20141008_134959_010.jpg,96,desert/sand#snowfield#sky#igloo#crevass,natural#open area#natural light#dry#far-away horizon#no horizon#sand#sunny#rugged scene#col
D:/HDRplus_dataset/train/input/0039_20141008_135432_467.jpg,97,desert/vegetation#desert/sand#desert_road#tundra#badland,open area#natural light#far-away horizon#natural#sunny#dry#dirt#rugged scene#hiking#cloud
D:/HDRplus_dataset/train/input/0039_20141008_142605_300.jpg,98,desert/sand#desert/vegetation#desert_road#tundra#valle,open area#natural light#natural#far-away horizon#sunny#dry#rugged scene#dirt#warm#san
D:/HDRplus_dataset/train/input/0039_20141008_153851_349.jpg,99,car_interior#desert_road#train_interior#bus_interior#airplane_cabi,natural light#open area#far-away horizon#man-made#sunny#dry#transporting#driving#clouds#no horizo
D:/HDRplus_dataset/train/input/0039_20141008_154035_348.jpg,100,desert/vegetation#desert_road#desert/sand#tundra#badland,open area#natural light#sunny#far-away horizon#natural#clouds#rugged scene#dry#hiking#dir
D:/HDRplus_dataset/train/input/0039_20141008_154109_899.jpg,101,desert/vegetation#desert_road#desert/sand#tundra#badland,open area#natural light#natural#sunny#far-away horizon#dry#hiking#rugged scene#dirt#cloud
D:/HDRplus_dataset/train/input/0039_20141008_180549_389.jpg,102,desert_road#desert/sand#desert/vegetation#badlands#highwa,far-away horizon#open area#natural light#dry#natural#sunny#clouds#rugged scene#driving#asphal
D:/HDRplus_dataset/train/input/0039_20141008_182330_005.jpg,103,desert_road#highway#desert/sand#forest_road#desert/vegetatio,open area#far-away horizon#natural light#driving#asphalt#natural#biking#clouds#dry#sunn
D:/HDRplus_dataset/train/input/0039_20141008_182606_988.jpg,104,desert/sand#desert/vegetation#tundra#desert_road#badland,natural#far-away horizon#open area#natural light#dry#sunny#dirt#rugged scene#hiking#campin
D:/HDRplus_dataset/train/input/0039_20141008_182714_962.jpg,105,desert_road#desert/sand#highway#butte#desert/vegetatio,open area#far-away horizon#natural light#natural#sunny#clouds#dry#driving#asphalt#rugged scen
D:/HDRplus_dataset/train/input/0039_20141008_182752_751.jpg,106,car_interior#airplane_cabin#train_interior#bus_interior#cockpi,natural light#man-made#no horizon#open area#enclosed area#far-away horizon#transporting#sunny#dry#matt
D:/HDRplus_dataset/train/input/0039_20141008_183158_958.jpg,107,volcano#desert/sand#butte#desert/vegetation#desert_roa,open area#natural#natural light#rugged scene#far-away horizon#dry#climbing#dirt#hiking#sunn
D:/HDRplus_dataset/train/input/0039_20141008_183430_454.jpg,108,desert_road#desert/sand#highway#sky#snowfiel,open area#far-away horizon#natural light#natural#clouds#dry#sunny#driving#asphalt#bikin
D:/HDRplus_dataset/train/input/0039_20141008_184312_987.jpg,109,desert_road#highway#hangar/outdoor#motel#gas_statio,open area#man-made#natural light#far-away horizon#driving#asphalt#sunny#clouds#biking#dr
D:/HDRplus_dataset/train/input/0039_20141008_190206_413.jpg,110,volcano#beach_house#gazebo/exterior#hangar/outdoor#chale,man-made#natural light#open area#no horizon#sunny#dry#semi-enclosed area#far-away horizon#cold#gras
D:/HDRplus_dataset/train/input/0039_20141008_195103_493.jpg,111,sauna#jail_cell#subway_station/platform#corridor#bowling_alle,no horizon#enclosed area#man-made#indoor lighting#cloth#wood#glossy#socializing#glass#eatin
D:/HDRplus_dataset/train/input/0039_20141008_195305_670.jpg,112,elevator_lobby#stable#basement#burial_chamber#television_studi,no horizon#enclosed area#man-made#indoor lighting#glass#wood#dry#glossy#socializing#clot
D:/HDRplus_dataset/train/input/0039_20141008_195433_254.jpg,113,burial_chamber#stable#basement#ballroom#jail_cel,no horizon#enclosed area#man-made#indoor lighting#glass#wood#glossy#dry#cloth#competin
D:/HDRplus_dataset/train/input/0039_20141008_195518_502.jpg,114,stable#basement#burial_chamber#elevator_lobby#jail_cel,no horizon#enclosed area#man-made#indoor lighting#glass#wood#glossy#dry#natural light#clot
D:/HDRplus_dataset/train/input/0039_20141008_195729_671.jpg,115,supermarket#delicatessen#department_store#butchers_shop#bakery/sho,no horizon#man-made#enclosed area#shopping#indoor lighting#horizontal components#waiting in line#working#cluttered space#plasti
D:/HDRplus_dataset/train/input/0039_20141008_195813_649.jpg,116,jewelry_shop#department_store#gift_shop#hardware_store#pet_sho,no horizon#man-made#enclosed area#shopping#cluttered space#working#indoor lighting#wood#metal#horizontal component
D:/HDRplus_dataset/train/input/0039_20141008_195913_816.jpg,117,fabric_store#storage_room#shoe_shop#hardware_store#bookstor,no horizon#man-made#enclosed area#cluttered space#shopping#wood#cloth#plastic#natural light#pape
D:/HDRplus_dataset/train/input/0039_20141008_202923_344.jpg,118,dressing_room#locker_room#shower#bathroom#jail_cel,no horizon#enclosed area#cloth#man-made#working#warm#training#indoor lighting#wood#competin
D:/HDRplus_dataset/train/input/0039_20141009_083549_969.jpg,119,rice_paddy#golf_course#field/cultivated#beach_house#promenad,open area#natural light#sunny#far-away horizon#vegetation#grass#man-made#foliage#trees#leave
D:/HDRplus_dataset/train/input/0039_20141009_122555_624.jpg,120,tundra#desert/vegetation#desert/sand#snowfield#desert_roa,open area#natural light#natural#far-away horizon#rugged scene#sunny#dry#dirt#climbing#hikin
D:/HDRplus_dataset/train/input/0039_20141009_122624_660.jpg,121,tundra#desert/vegetation#desert/sand#desert_road#mountain_pat,open area#natural light#natural#far-away horizon#rugged scene#sunny#hiking#dirt#dry#climbin
D:/HDRplus_dataset/train/input/0039_20141009_123527_286.jpg,122,tundra#desert/vegetation#desert_road#desert/sand#badland,natural light#open area#far-away horizon#sunny#natural#rugged scene#clouds#dry#climbing#dir
D:/HDRplus_dataset/train/input/0039_20141009_123629_074.jpg,123,archaelogical_excavation#badlands#tundra#volcano#ice_flo,natural light#open area#rugged scene#natural#dirt#dry#rock#no horizon#sunny#climbin
D:/HDRplus_dataset/train/input/0039_20141009_125232_396.jpg,124,desert/sand#desert_road#tundra#desert/vegetation#volcan,natural light#open area#dry#sunny#far-away horizon#dirt#rugged scene#natural#warm#climbin
D:/HDRplus_dataset/train/input/0039_20141009_125305_217.jpg,125,desert/sand#volcano#desert_road#desert/vegetation#hot_sprin,natural light#open area#sunny#dry#far-away horizon#natural#rugged scene#dirt#warm#san
D:/HDRplus_dataset/train/input/0039_20141009_133545_576.jpg,126,boardwalk#desert_road#badlands#desert/vegetation#hot_sprin,natural light#open area#sunny#far-away horizon#rugged scene#man-made#climbing#natural#dry#hikin
D:/HDRplus_dataset/train/input/0039_20141009_143536_947.jpg,127,desert_road#crevasse#badlands#desert/sand#volcan,open area#natural light#rugged scene#natural#sunny#dry#dirt#far-away horizon#climbing#hikin
D:/HDRplus_dataset/train/input/0039_20141009_144524_251.jpg,128,grotto#crevasse#canyon#catacomb#clif,no horizon#natural light#rugged scene#rock#climbing#open area#dry#natural#dirt#clot
D:/HDRplus_dataset/train/input/0039_20141009_144608_569.jpg,129,crevasse#canyon#badlands#glacier#butt,rugged scene#natural light#open area#climbing#no horizon#rock#dry#dirt#natural#sunn
D:/HDRplus_dataset/train/input/0039_20141009_145444_968.jpg,130,badlands#canyon#mountain#butte#volcan,rugged scene#natural light#open area#natural#climbing#rock#dry#dirt#far-away horizon#no horizo
D:/HDRplus_dataset/train/input/0039_20141009_145905_355.jpg,131,badlands#canyon#mountain#butte#volcan,rugged scene#open area#natural light#natural#climbing#rock#dry#dirt#hiking#sunn
D:/HDRplus_dataset/train/input/0039_20141009_150106_563.jpg,132,badlands#canyon#butte#volcano#crevass,natural light#rugged scene#open area#dry#no horizon#natural#rock#dirt#climbing#hikin
D:/HDRplus_dataset/train/input/0039_20141009_151212_565.jpg,133,badlands#butte#canyon#desert_road#volcan,natural light#open area#rugged scene#dry#climbing#rock#natural#sunny#dirt#far-away horizo
D:/HDRplus_dataset/train/input/0039_20141009_154827_107.jpg,134,badlands#canyon#crevasse#grotto#rock_arc,rugged scene#natural light#no horizon#rock#natural#climbing#open area#dry#dirt#col
